Ensembl_gene_id_a	Ensembl_gene_id_b	in_screen_1	in_screen_2	in_screen_3	in_screen_4	in_screen_5	in_screen_6	in_screen_7	in_screen_8	in_screen_9	in_assay_v1	in_assay_v2	in_assay_v3
ENSG00000100151	ENSG00000185379	1	1	0	0	0	0	0	0	0	1	0	0
ENSG00000100151	ENSG00000185787	1	1	0	0	0	0	0	0	0	1	0	0
ENSG00000100151	ENSG00000186141	0	1	0	0	0	0	0	0	0	1	0	0
ENSG00000100151	ENSG00000186272	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000100151	ENSG00000186660	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000100151	ENSG00000186951	0	0	0	0	1	0	0	0	0	0	1	0
ENSG00000100151	ENSG00000187024	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000100151	ENSG00000187607	0	1	1	0	0	0	0	0	0	1	0	0
ENSG00000100151	ENSG00000187726	1	1	0	0	0	0	0	0	0	1	0	0
ENSG00000100151	ENSG00000187796	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000100151	ENSG00000187840	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000100151	ENSG00000187987	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000100151	ENSG00000188716	1	1	0	0	0	0	0	0	0	1	0	0
ENSG00000100151	ENSG00000196072	0	0	0	0	0	1	0	0	0	0	1	0
ENSG00000100151	ENSG00000196150	1	1	0	0	0	0	0	0	0	1	0	0
ENSG00000100151	ENSG00000196391	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000100151	ENSG00000196468	1	1	1	0	0	0	0	0	0	1	0	0
ENSG00000100151	ENSG00000196504	0	1	0	0	0	0	0	0	0	1	0	0
ENSG00000100151	ENSG00000197019	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000100151	ENSG00000197265	0	1	0	0	0	0	0	0	0	1	0	0
ENSG00000100151	ENSG00000197279	1	1	0	0	0	0	0	0	0	1	0	0
ENSG00000100151	ENSG00000197566	0	0	1	0	0	0	0	0	0	1	0	0
ENSG00000100151	ENSG00000197951	1	1	0	0	0	0	0	0	0	1	0	0
ENSG00000100151	ENSG00000198707	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000100151	ENSG00000198939	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000100151	ENSG00000198947	0	1	0	0	0	0	0	0	0	1	0	0
ENSG00000100151	ENSG00000204052	0	0	1	0	0	0	0	0	0	1	0	0
ENSG00000100151	ENSG00000204231	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000100151	ENSG00000204344	0	1	0	0	0	0	0	0	0	1	0	0
ENSG00000100151	ENSG00000205208	1	1	0	0	0	0	0	0	0	1	0	0
ENSG00000100151	ENSG00000205838	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000100151	ENSG00000205937	0	1	0	0	0	0	0	0	0	1	0	0
ENSG00000100151	ENSG00000211460	0	1	0	0	0	0	0	0	0	1	0	0
ENSG00000100151	ENSG00000214447	0	1	0	0	0	0	0	0	0	1	0	0
ENSG00000100151	ENSG00000214717	0	1	1	0	0	0	0	0	0	1	0	0
ENSG00000100151	ENSG00000215203	1	1	0	0	0	0	0	0	0	1	0	0
ENSG00000100151	ENSG00000231852	1	0	1	0	0	0	0	0	0	1	0	0
ENSG00000100151	ENSG00000234616	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000100151	ENSG00000255104	0	1	1	0	0	0	0	0	0	1	0	0
ENSG00000100151	ENSG00000255112	0	1	0	0	0	0	0	0	0	1	0	0
ENSG00000100151	ENSG00000256269	1	1	0	0	0	0	0	0	0	1	0	0
ENSG00000100151	ENSG00000258890	0	1	0	0	0	0	0	0	0	1	0	0
ENSG00000100151	ENSG00000260220	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000100151	ENSG00000268988	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000100151	ENSG00000270765	1	1	0	0	0	0	0	0	0	1	0	0
ENSG00000100151	ENSG00000274180	1	1	0	0	0	0	0	0	0	1	0	0
ENSG00000100167	ENSG00000100167	1	1	1	0	0	0	0	0	0	1	0	0
ENSG00000100167	ENSG00000104635	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000100167	ENSG00000105401	0	1	1	0	0	0	0	0	0	1	0	0
ENSG00000100167	ENSG00000112130	0	1	1	0	0	0	0	0	0	1	0	0
ENSG00000100167	ENSG00000114978	0	1	0	0	0	0	0	0	0	1	0	0
ENSG00000100167	ENSG00000137575	1	0	1	0	0	0	0	0	0	1	0	0
ENSG00000100167	ENSG00000139946	0	1	0	0	0	0	0	0	0	1	0	0
ENSG00000100167	ENSG00000145358	0	0	0	0	1	0	0	0	0	0	1	0
ENSG00000100167	ENSG00000173207	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000100167	ENSG00000180096	1	1	1	0	0	0	0	0	0	1	0	0
ENSG00000100191	ENSG00000135052	0	0	0	0	0	0	0	1	0	0	0	1
ENSG00000100191	ENSG00000149516	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000100191	ENSG00000155755	0	0	0	0	1	1	0	0	0	0	1	0
ENSG00000100191	ENSG00000161609	1	1	0	0	0	0	0	0	0	1	0	0
ENSG00000100196	ENSG00000134198	0	0	0	0	0	0	0	0	1	0	0	1
ENSG00000100201	ENSG00000101213	0	1	1	0	0	0	0	0	0	1	0	0
ENSG00000100201	ENSG00000110367	0	0	1	0	0	0	0	0	0	1	0	0
ENSG00000100201	ENSG00000112578	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000100201	ENSG00000141013	0	0	1	0	0	0	0	0	0	1	0	0
ENSG00000100201	ENSG00000169045	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000100201	ENSG00000182872	0	0	1	0	0	0	0	0	0	1	0	0
ENSG00000100201	ENSG00000260220	0	0	1	0	0	0	0	0	0	1	0	0
ENSG00000100206	ENSG00000103275	0	0	0	0	0	0	0	1	0	0	0	1
ENSG00000100206	ENSG00000115806	0	0	0	1	0	1	0	0	0	0	1	0
ENSG00000100206	ENSG00000125775	0	1	0	0	0	0	0	0	0	1	0	0
ENSG00000100206	ENSG00000196290	1	1	0	0	0	0	0	0	0	1	0	0
ENSG00000100211	ENSG00000115806	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000100211	ENSG00000124074	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000100211	ENSG00000156050	0	0	0	1	1	0	0	0	0	0	1	0
ENSG00000100211	ENSG00000158163	0	0	1	0	0	0	0	0	0	1	0	0
ENSG00000100211	ENSG00000183578	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000100211	ENSG00000188343	1	1	1	0	0	0	0	0	0	1	0	0
ENSG00000100211	ENSG00000189431	0	1	0	0	0	0	0	0	0	1	0	0
ENSG00000100218	ENSG00000102870	0	0	0	0	0	1	0	0	0	0	1	0
ENSG00000100218	ENSG00000127191	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000100218	ENSG00000130363	1	1	1	0	0	0	0	0	0	1	0	0
ENSG00000100218	ENSG00000133103	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000100218	ENSG00000138443	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000100218	ENSG00000138587	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000100218	ENSG00000140623	0	0	0	0	0	0	0	0	1	0	0	1
ENSG00000100218	ENSG00000140859	0	0	1	0	0	0	0	0	0	1	0	0
ENSG00000100218	ENSG00000146054	0	0	1	0	0	0	0	0	0	1	0	0
ENSG00000100218	ENSG00000146755	0	0	1	0	0	0	0	0	0	1	0	0
ENSG00000100218	ENSG00000150636	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000100218	ENSG00000157985	1	1	0	0	0	0	0	0	0	1	0	0
ENSG00000100218	ENSG00000161203	1	0	0	0	0	0	1	0	0	1	0	1
ENSG00000100218	ENSG00000161609	1	1	1	0	0	0	0	0	0	1	0	0
ENSG00000100218	ENSG00000164185	0	0	0	0	0	0	1	0	0	0	0	1
ENSG00000100218	ENSG00000167110	1	0	1	0	0	0	0	0	0	1	0	0
ENSG00000100218	ENSG00000170037	1	1	1	0	0	0	0	0	0	1	0	0
ENSG00000100218	ENSG00000170454	0	1	1	0	0	0	0	0	0	1	0	0
ENSG00000100218	ENSG00000171346	0	0	1	0	0	0	0	0	0	1	0	0
ENSG00000100218	ENSG00000171453	0	0	0	0	0	0	1	0	1	0	0	1
ENSG00000100218	ENSG00000173801	0	0	1	0	0	0	0	0	0	1	0	0
ENSG00000100218	ENSG00000178038	1	0	1	0	0	0	0	0	0	1	0	0
ENSG00000100218	ENSG00000181031	0	0	0	0	0	0	0	1	0	0	0	1
ENSG00000100218	ENSG00000183386	1	1	0	0	0	0	0	0	0	1	0	0
ENSG00000100218	ENSG00000185009	1	1	1	0	0	1	0	0	0	1	1	0
ENSG00000100218	ENSG00000185069	0	1	0	0	0	0	0	0	0	1	0	0
ENSG00000100218	ENSG00000185880	1	1	1	0	0	0	0	1	0	1	0	1
ENSG00000100218	ENSG00000196628	0	1	0	0	0	0	0	0	0	1	0	0
ENSG00000100218	ENSG00000198183	0	0	0	0	1	0	0	0	0	0	1	0
ENSG00000100218	ENSG00000204713	0	1	0	0	0	0	0	0	0	1	0	0
ENSG00000100219	ENSG00000244687	0	0	0	0	0	0	0	1	0	0	0	1
ENSG00000100221	ENSG00000112559	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000100221	ENSG00000131737	0	1	0	0	0	0	0	0	0	1	0	0
ENSG00000100221	ENSG00000132938	1	1	1	0	0	0	0	0	0	1	0	0
ENSG00000100221	ENSG00000143382	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000100221	ENSG00000163520	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000100221	ENSG00000170442	0	0	0	0	1	0	0	0	0	0	1	0
ENSG00000100221	ENSG00000171446	0	0	1	0	0	0	0	0	0	1	0	0
ENSG00000100221	ENSG00000187766	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000100221	ENSG00000188581	0	1	1	0	0	0	0	0	0	1	0	0
ENSG00000100221	ENSG00000197191	0	1	0	0	0	0	0	0	0	1	0	0
ENSG00000100221	ENSG00000204873	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000100221	ENSG00000204889	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000100221	ENSG00000205439	1	1	0	0	0	0	0	0	0	1	0	0
ENSG00000100221	ENSG00000212724	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000100221	ENSG00000213417	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000100221	ENSG00000221880	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000100221	ENSG00000239886	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000100221	ENSG00000264343	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000100221	ENSG00000271383	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000100226	ENSG00000136197	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000100227	ENSG00000107816	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000100227	ENSG00000120699	0	0	1	0	0	0	0	0	0	1	0	0
ENSG00000100227	ENSG00000130299	0	0	0	0	0	1	0	0	0	0	1	0
ENSG00000100227	ENSG00000132938	0	1	0	0	0	0	0	0	0	1	0	0
ENSG00000100227	ENSG00000140961	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000100227	ENSG00000147421	0	0	1	0	0	0	0	0	0	1	0	0
ENSG00000100227	ENSG00000160207	1	0	1	0	0	0	0	0	0	1	0	0
ENSG00000100227	ENSG00000163060	0	0	0	0	0	1	0	0	0	0	1	0
ENSG00000100227	ENSG00000165588	0	0	0	0	1	0	0	0	0	0	1	0
ENSG00000100227	ENSG00000166946	1	1	0	0	0	0	0	0	0	1	0	0
ENSG00000100227	ENSG00000171453	0	0	0	0	0	0	0	0	1	0	0	1
ENSG00000100227	ENSG00000185379	0	0	0	0	1	0	0	0	0	0	1	0
ENSG00000100227	ENSG00000185963	1	0	1	0	0	0	0	0	0	1	0	0
ENSG00000100227	ENSG00000215271	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000100227	ENSG00000231274	0	0	0	1	0	1	0	0	0	0	1	0
ENSG00000100228	ENSG00000160207	0	1	1	0	0	0	0	0	0	1	0	0
ENSG00000100243	ENSG00000100528	0	0	0	0	0	0	0	1	1	0	0	1
ENSG00000100243	ENSG00000100652	0	0	0	0	0	0	0	1	1	0	0	1
ENSG00000100243	ENSG00000101443	0	0	0	0	0	0	0	1	1	0	0	1
ENSG00000100243	ENSG00000102383	0	0	0	0	0	0	0	1	0	0	0	1
ENSG00000100243	ENSG00000103042	0	0	0	0	0	0	0	1	0	0	0	1
ENSG00000100243	ENSG00000103502	0	0	0	0	0	0	0	1	0	0	0	1
ENSG00000100243	ENSG00000111843	0	0	0	0	0	0	0	1	1	0	0	1
ENSG00000100243	ENSG00000117533	0	0	0	0	0	0	0	0	1	0	0	1
ENSG00000100243	ENSG00000118402	0	0	0	0	0	0	0	1	1	0	0	1
ENSG00000100243	ENSG00000120942	0	0	0	0	0	0	0	1	1	0	0	1
ENSG00000100243	ENSG00000123353	0	0	0	0	0	0	0	1	1	0	0	1
ENSG00000100243	ENSG00000124098	0	0	0	0	0	0	1	0	0	0	0	1
ENSG00000100243	ENSG00000126062	0	0	0	0	0	0	0	0	1	0	0	1
ENSG00000100243	ENSG00000131669	0	0	0	0	0	0	0	0	1	0	0	1
ENSG00000100243	ENSG00000135211	0	0	0	0	0	0	0	1	0	0	0	1
ENSG00000100243	ENSG00000137210	0	0	0	0	0	0	1	0	0	0	0	1
ENSG00000100243	ENSG00000137404	0	0	0	0	0	0	0	0	1	0	0	1
ENSG00000100243	ENSG00000139190	0	0	0	0	0	0	0	1	1	0	0	1
ENSG00000100243	ENSG00000140299	0	0	0	0	0	0	0	1	1	0	0	1
ENSG00000100243	ENSG00000141505	0	0	0	0	0	0	1	0	0	0	0	1
ENSG00000100243	ENSG00000144815	0	0	0	0	0	0	0	0	1	0	0	1
ENSG00000100243	ENSG00000145283	0	0	0	0	0	0	1	1	1	0	0	1
ENSG00000100243	ENSG00000146416	0	0	0	0	0	0	0	0	1	0	0	1
ENSG00000100243	ENSG00000148175	0	0	0	0	0	0	0	0	1	0	0	1
ENSG00000100243	ENSG00000149451	0	0	0	0	0	0	0	1	1	0	0	1
ENSG00000100243	ENSG00000151690	0	0	0	0	0	0	0	1	1	0	0	1
ENSG00000100243	ENSG00000157593	0	0	0	0	0	0	0	0	1	0	0	1
ENSG00000100243	ENSG00000158296	0	0	0	0	0	0	0	0	1	0	0	1
ENSG00000100243	ENSG00000159063	0	0	0	0	0	0	0	0	1	0	0	1
ENSG00000100243	ENSG00000162511	0	0	0	0	0	0	0	0	1	0	0	1
ENSG00000100243	ENSG00000163472	0	0	0	0	0	0	0	0	1	0	0	1
ENSG00000100243	ENSG00000164082	0	0	0	0	0	0	0	0	1	0	0	1
ENSG00000100243	ENSG00000165775	0	0	0	0	0	0	0	0	1	0	0	1
ENSG00000100243	ENSG00000168476	0	0	0	0	0	0	0	1	0	0	0	1
ENSG00000100243	ENSG00000168824	0	0	0	0	0	0	0	1	1	0	0	1
ENSG00000100243	ENSG00000168899	0	0	0	0	0	0	0	0	1	0	0	1
ENSG00000100243	ENSG00000169826	0	0	0	0	0	0	1	0	0	0	0	1
ENSG00000100243	ENSG00000170271	0	0	0	0	0	0	0	1	0	0	0	1
ENSG00000100243	ENSG00000170509	0	0	0	0	0	0	1	0	0	0	0	1
ENSG00000100243	ENSG00000171729	0	0	0	0	0	0	1	1	0	0	0	1
ENSG00000100243	ENSG00000171812	0	0	0	0	0	0	0	1	0	0	0	1
ENSG00000100243	ENSG00000173535	0	0	0	0	0	0	0	0	1	0	0	1
ENSG00000100243	ENSG00000175514	0	0	0	0	0	0	1	0	0	0	0	1
ENSG00000100243	ENSG00000176087	0	0	0	0	0	0	0	1	1	0	0	1
ENSG00000100243	ENSG00000177674	0	0	0	0	0	0	0	1	0	0	0	1
ENSG00000100243	ENSG00000179363	0	0	0	0	1	1	0	0	0	0	1	0
ENSG00000100243	ENSG00000184502	0	0	0	0	0	0	0	1	0	0	0	1
ENSG00000100243	ENSG00000187021	0	0	0	0	0	0	1	0	0	0	0	1
ENSG00000100243	ENSG00000188807	0	0	0	0	0	0	1	1	0	0	0	1
ENSG00000100243	ENSG00000196937	0	0	0	0	0	0	0	1	0	0	0	1
ENSG00000100243	ENSG00000232810	0	0	0	0	0	0	0	1	1	0	0	1
ENSG00000100246	ENSG00000100246	0	0	0	1	1	0	0	0	0	0	1	0
ENSG00000100246	ENSG00000109220	0	0	0	0	0	0	0	1	0	0	0	1
ENSG00000100246	ENSG00000112214	1	1	1	0	0	1	0	1	0	1	1	1
ENSG00000100246	ENSG00000149761	1	0	1	1	1	0	1	0	1	1	1	1
ENSG00000100246	ENSG00000156795	0	0	0	1	0	1	0	0	0	0	1	0
ENSG00000100246	ENSG00000176953	0	0	0	1	0	1	1	0	0	0	1	1
ENSG00000100246	ENSG00000187272	0	0	0	1	1	0	0	0	0	0	1	0
ENSG00000100246	ENSG00000205439	0	0	0	0	0	1	0	0	0	0	1	0
ENSG00000100258	ENSG00000187766	0	1	0	0	0	0	0	0	0	1	0	0
ENSG00000100258	ENSG00000197191	1	0	1	0	0	0	0	0	0	1	0	0
ENSG00000100266	ENSG00000100266	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000100266	ENSG00000105717	0	0	0	0	0	0	1	0	0	0	0	1
ENSG00000100266	ENSG00000106078	1	1	0	0	0	0	0	0	0	1	0	0
ENSG00000100266	ENSG00000106299	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000100266	ENSG00000106511	0	1	0	0	0	0	0	0	0	1	0	0
ENSG00000100266	ENSG00000124507	1	0	1	0	0	0	0	0	0	1	0	0
ENSG00000100266	ENSG00000165912	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000100266	ENSG00000177963	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000100276	ENSG00000215271	1	1	1	0	0	0	0	0	0	1	0	0
ENSG00000100280	ENSG00000125531	1	1	1	0	0	0	0	0	0	1	0	0
ENSG00000100280	ENSG00000137177	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000100280	ENSG00000138750	1	1	1	0	0	0	0	0	0	1	0	0
ENSG00000100280	ENSG00000139637	1	1	1	0	0	0	0	0	0	1	0	0
ENSG00000100280	ENSG00000145982	1	1	0	0	0	0	0	0	0	1	0	0
ENSG00000100280	ENSG00000151379	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000100280	ENSG00000157827	0	1	0	0	0	0	0	0	0	1	0	0
ENSG00000100280	ENSG00000157978	1	1	1	0	0	0	0	0	0	1	0	0
ENSG00000100280	ENSG00000160201	1	1	0	0	0	0	0	0	0	1	0	0
ENSG00000100280	ENSG00000173467	1	1	0	0	0	0	0	0	0	1	0	0
ENSG00000100280	ENSG00000175513	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000100280	ENSG00000196313	1	0	1	0	0	0	0	0	0	1	0	0
ENSG00000100280	ENSG00000204438	1	0	1	0	0	0	0	0	0	1	0	0
ENSG00000100280	ENSG00000204538	1	1	0	0	0	0	0	0	0	1	0	0
ENSG00000100280	ENSG00000204618	1	1	1	0	0	0	0	0	0	1	0	0
ENSG00000100280	ENSG00000213983	0	1	0	0	0	0	0	0	0	1	0	0
ENSG00000100280	ENSG00000263001	0	1	1	0	0	0	0	0	0	1	0	0
ENSG00000100280	ENSG00000275895	1	1	0	0	0	0	0	0	0	1	0	0
ENSG00000100281	ENSG00000100281	0	0	0	0	0	1	0	0	0	0	1	0
ENSG00000100281	ENSG00000103275	0	0	0	0	0	0	1	1	0	0	0	1
ENSG00000100281	ENSG00000115274	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000100281	ENSG00000150776	0	0	0	0	1	0	0	0	0	0	1	0
ENSG00000100281	ENSG00000155329	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000100281	ENSG00000158246	0	0	0	0	0	0	1	0	0	0	0	1
ENSG00000100281	ENSG00000165209	0	0	0	0	0	0	0	1	0	0	0	1
ENSG00000100281	ENSG00000167615	0	0	0	0	1	0	0	0	0	0	1	0
ENSG00000100281	ENSG00000184205	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000100281	ENSG00000185482	0	0	0	0	0	0	0	0	1	0	0	1
ENSG00000100281	ENSG00000197976	0	0	0	1	0	1	0	0	0	0	1	0
ENSG00000100281	ENSG00000198258	0	0	0	0	0	0	1	0	0	0	0	1
ENSG00000100284	ENSG00000156269	0	0	1	0	0	0	0	0	0	1	0	0
ENSG00000100284	ENSG00000172731	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000100284	ENSG00000183283	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000100284	ENSG00000189067	0	1	0	0	0	0	0	0	0	1	0	0
ENSG00000100290	ENSG00000100528	0	0	0	0	0	1	0	0	0	0	1	0
ENSG00000100290	ENSG00000101856	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000100290	ENSG00000102007	0	0	0	0	0	1	0	0	0	0	1	0
ENSG00000100290	ENSG00000103018	0	0	0	0	0	1	0	0	0	0	1	0
ENSG00000100290	ENSG00000104783	0	0	0	0	0	0	1	1	0	0	0	1
ENSG00000100290	ENSG00000109084	0	0	0	1	1	1	0	0	0	0	1	0
ENSG00000100290	ENSG00000111843	0	0	0	1	1	0	0	0	0	0	1	0
ENSG00000100290	ENSG00000112212	0	0	0	0	0	1	0	0	0	0	1	0
ENSG00000100290	ENSG00000112473	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000100290	ENSG00000113811	0	0	0	0	0	1	0	0	0	0	1	0
ENSG00000100290	ENSG00000114529	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000100290	ENSG00000118402	0	0	0	0	0	0	1	0	0	0	0	1
ENSG00000100290	ENSG00000120742	0	0	0	0	1	1	0	0	0	0	1	0
ENSG00000100290	ENSG00000120942	0	0	0	0	0	1	0	0	0	0	1	0
ENSG00000100290	ENSG00000121542	0	0	0	0	0	1	0	0	0	0	1	0
ENSG00000100290	ENSG00000123560	0	0	0	1	0	1	0	0	0	0	1	0
ENSG00000100290	ENSG00000124103	0	0	0	0	0	0	1	1	0	0	0	1
ENSG00000100290	ENSG00000124508	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000100290	ENSG00000125629	0	0	0	0	0	1	0	0	0	0	1	0
ENSG00000100290	ENSG00000125991	0	0	0	0	0	0	1	0	0	0	0	1
ENSG00000100290	ENSG00000127507	0	0	0	0	0	1	0	0	0	0	1	0
ENSG00000100290	ENSG00000129473	1	1	0	0	1	1	1	0	0	1	1	1
ENSG00000100290	ENSG00000133678	0	0	0	0	1	0	0	0	0	0	1	0
ENSG00000100290	ENSG00000135185	0	0	0	0	1	0	0	0	0	0	1	0
ENSG00000100290	ENSG00000135211	0	0	0	1	0	1	0	0	0	0	1	0
ENSG00000100290	ENSG00000135926	0	0	0	0	0	1	0	0	0	0	1	0
ENSG00000100290	ENSG00000137101	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000100290	ENSG00000137210	0	0	0	0	0	0	1	1	0	0	0	1
ENSG00000100290	ENSG00000137404	0	0	0	0	0	1	0	0	0	0	1	0
ENSG00000100290	ENSG00000137700	0	0	0	0	0	1	0	0	0	0	1	0
ENSG00000100290	ENSG00000137875	1	1	1	1	1	1	0	0	0	1	1	0
ENSG00000100290	ENSG00000140379	1	0	1	0	1	0	0	0	0	1	1	0
ENSG00000100290	ENSG00000140688	0	0	0	0	0	1	0	0	0	0	1	0
ENSG00000100290	ENSG00000143119	0	0	0	0	0	1	0	0	0	0	1	0
ENSG00000100290	ENSG00000143786	0	0	0	0	0	1	0	0	0	0	1	0
ENSG00000100290	ENSG00000144035	0	0	0	0	0	1	0	0	0	0	1	0
ENSG00000100290	ENSG00000146416	0	0	0	0	0	1	0	0	0	0	1	0
ENSG00000100290	ENSG00000147378	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000100290	ENSG00000148985	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000100290	ENSG00000150337	0	0	0	0	0	0	1	0	0	0	0	1
ENSG00000100290	ENSG00000151778	0	0	0	1	0	1	0	0	0	0	1	0
ENSG00000100290	ENSG00000153551	0	0	0	1	0	1	0	0	0	0	1	0
ENSG00000100290	ENSG00000159063	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000100290	ENSG00000161921	0	0	0	0	1	1	0	0	0	0	1	0
ENSG00000100290	ENSG00000162300	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000100290	ENSG00000163217	0	0	0	0	0	1	0	0	0	0	1	0
ENSG00000100290	ENSG00000164007	0	0	0	0	0	1	0	0	0	0	1	0
ENSG00000100290	ENSG00000164082	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000100290	ENSG00000164096	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000100290	ENSG00000164294	0	0	0	0	0	0	0	0	1	0	0	1
ENSG00000100290	ENSG00000166091	0	0	0	0	0	1	0	0	0	0	1	0
ENSG00000100290	ENSG00000167081	0	0	0	0	1	0	0	0	0	0	1	0
ENSG00000100290	ENSG00000168476	0	0	0	0	0	0	0	0	1	0	0	1
ENSG00000100290	ENSG00000168899	0	0	0	0	0	1	0	0	0	0	1	0
ENSG00000100290	ENSG00000170310	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000100290	ENSG00000171224	0	0	0	0	0	1	0	0	0	0	1	0
ENSG00000100290	ENSG00000171552	1	1	1	0	0	0	0	0	0	1	0	0
ENSG00000100290	ENSG00000171791	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000100290	ENSG00000175782	0	0	0	0	0	0	1	0	0	0	0	1
ENSG00000100290	ENSG00000176171	0	0	0	0	1	0	0	0	0	0	1	0
ENSG00000100290	ENSG00000177042	0	0	0	0	0	0	0	1	0	0	0	1
ENSG00000100290	ENSG00000178307	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000100290	ENSG00000179029	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000100290	ENSG00000180089	0	0	0	0	0	1	0	0	0	0	1	0
ENSG00000100290	ENSG00000181092	0	0	0	1	0	1	0	0	0	0	1	0
ENSG00000100290	ENSG00000182685	0	0	0	0	0	1	0	0	0	0	1	0
ENSG00000100290	ENSG00000184601	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000100290	ENSG00000184811	0	0	0	0	1	1	0	0	0	0	1	0
ENSG00000100290	ENSG00000186106	0	0	0	0	1	1	0	0	0	0	1	0
ENSG00000100290	ENSG00000186501	0	0	0	1	1	0	0	0	0	0	1	0
ENSG00000100290	ENSG00000189058	0	0	0	1	1	1	0	0	0	0	1	0
ENSG00000100290	ENSG00000196937	0	0	0	1	0	1	0	0	0	0	1	0
ENSG00000100290	ENSG00000198060	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000100290	ENSG00000198133	0	0	0	1	0	1	0	0	0	0	1	0
ENSG00000100290	ENSG00000198523	0	0	0	0	0	1	0	0	0	0	1	0
ENSG00000100290	ENSG00000203805	0	0	0	0	0	1	0	0	0	0	1	0
ENSG00000100290	ENSG00000204979	0	0	0	0	0	1	0	0	0	0	1	0
ENSG00000100290	ENSG00000205279	0	0	0	0	0	1	0	0	0	0	1	0
ENSG00000100290	ENSG00000227500	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000100290	ENSG00000235169	0	0	0	0	0	1	0	0	0	0	1	0
